date,actual_price,xrp_hybrid_pred
2025-08-25,2.8584,3.012429560412955
2025-08-26,3.0123,2.839067664405269
2025-08-27,2.9688,2.9996714942393714
2025-08-28,2.9665,2.9558056684316534
2025-08-29,2.8195,2.953461789686835
2025-08-30,2.8181,2.8005461954722315
2025-08-31,2.7757,2.7995637650535175
2025-09-01,2.7589,2.755243655477539
2025-09-02,2.862,2.7377603544789357
2025-09-03,2.8443,2.846084475453846
2025-09-04,2.7946,2.829535860216072
2025-09-05,2.8147,2.779961445710425
2025-09-06,2.8098,2.800946703231361
2025-09-07,2.877,2.797152406804843
2025-09-08,2.9697,2.8669591574874955
2025-09-09,2.9474,2.965696318667731
2025-09-10,2.9834,2.944092703432568
2025-09-11,3.0398,2.983426355432071
2025-09-12,3.1054,3.041965420124716
2025-09-13,3.1193,3.111526456581943
2025-09-14,3.0279,3.126281951419024
2025-09-15,2.9969,3.030392850836441
2025-09-16,3.0376,2.995835683008971
2025-09-17,3.0841,3.036776227436328
2025-09-18,3.0735,3.084357864865498
2025-09-19,2.9901,3.0717848773225738
2025-09-20,2.975,2.98353934728782
2025-09-21,2.9701,2.9664885919110704
2025-09-22,2.8526,2.9599988041335377
2025-09-23,2.8247,2.8363756176410173
2025-09-24,2.9257,2.8056474663010245
2025-09-25,2.7435,2.9101001533438917
2025-09-26,2.7835,2.7211055280897685
2025-09-27,2.8047,2.762293941465606
2025-09-28,2.8674,2.7848650048683856
2025-09-29,2.8801,2.851423969057479
2025-09-30,2.8468,2.866661203381709
2025-10-01,2.9485,2.8340160235153085
2025-10-02,3.0389,2.9415746317838773
2025-10-03,3.0401,3.0377234975902803
2025-10-04,2.9685,3.040402999624495
2025-10-05,2.9697,2.965974161633435
2025-10-06,2.9883,2.9670701045079606
2025-10-07,2.852,2.9858546704673654
2025-10-08,2.8797,2.842325838185776
2025-10-09,2.8021,2.870278771853435
2025-10-10,2.3704,2.7882642854226187
2025-10-11,2.3819,2.337219133848891
2025-10-12,2.5282,2.346599617347649
2025-10-13,2.6052,2.497016254151337
2025-10-14,2.5033,2.5791356799578917
2025-10-15,2.4109,2.476069313533427
2025-10-16,2.328,2.382054341668407
2025-10-17,2.2936,2.2974912367128386
2025-10-18,2.3596,2.262469417506387
2025-10-19,2.3908,2.3322197217255507
2025-10-20,2.4948,2.367523376189467
2025-10-21,2.4222,2.4793845911162755
2025-10-22,2.3647,2.406972216520283
2025-10-23,2.3947,2.348751744438319
2025-10-24,2.5103,2.3817026497863436
2025-10-25,2.5959,2.5036917342087173
2025-10-26,2.6461,2.5959190688527882
2025-10-27,2.634,2.652953695745818
2025-10-28,2.6034,2.6406719392535583
2025-10-29,2.5502,2.607156521354846
2025-10-30,2.4393,2.5497998958768577
2025-10-31,2.5097,2.4325453333068996
2025-11-01,2.5053,2.504642816349288
2025-11-02,2.5267,2.499528444633945
2025-11-03,2.3096,2.5214116034384846
2025-11-04,2.2053,2.293494335469087
2025-11-05,2.3432,2.1828877522085515
2025-11-06,2.213,2.324430404620346
2025-11-07,2.3154,2.1902597727340227
2025-11-08,2.2863,2.2974534429781217
2025-11-09,2.3662,2.2685459499830136
2025-11-10,2.526,2.3527893781264773
2025-11-11,2.3915,2.5218833425437728
2025-11-12,2.3879,2.3836723120693466
2025-11-13,2.3225,2.380739809873577
2025-11-14,2.2443,2.31272945376516
2025-11-15,2.2372,2.2309108895277
